Activity type,Duration,From,To,Comment
Friends,0:39,1/14/2021 4:35,1/14/2021 5:15,
Sleep,2:54,1/14/2021 1:40,1/14/2021 4:35,
Sleep-ternet,0:21,1/14/2021 1:19,1/14/2021 1:40,
Gaming,8:58,1/13/2021 16:20,1/14/2021 1:19,
"""Reading""",0:22,1/13/2021 15:58,1/13/2021 16:20,
Internet,2:26,1/13/2021 13:31,1/13/2021 15:58,
Linda,2:31,1/13/2021 11:00,1/13/2021 13:31,
"""Reading""",0:21,1/13/2021 10:38,1/13/2021 11:00,
Gaming,2:26,1/13/2021 8:12,1/13/2021 10:38,
Friends,1:16,1/13/2021 6:56,1/13/2021 8:12,
Gaming,0:45,1/13/2021 6:10,1/13/2021 6:56,
Eat,0:22,1/13/2021 5:48,1/13/2021 6:10,
Shop,0:38,1/13/2021 5:09,1/13/2021 5:48,
Transport,0:17,1/13/2021 4:51,1/13/2021 5:09,
Sleep-ternet,0:44,1/13/2021 4:07,1/13/2021 4:51,
Gaming,2:41,1/13/2021 1:25,1/13/2021 4:07,
Eat,0:40,1/13/2021 0:45,1/13/2021 1:25,
Getting Ready,0:14,1/13/2021 0:31,1/13/2021 0:45,
Housework,0:02,1/13/2021 0:29,1/13/2021 0:31,
Sleep-ternet,0:29,1/13/2021 0:00,1/13/2021 0:29,
Sleep,7:57,1/12/2021 16:02,1/13/2021 0:00,
Sleep-ternet,0:19,1/12/2021 15:43,1/12/2021 16:02,
Sleep-ternet,0:33,1/12/2021 15:09,1/12/2021 15:43,
Gaming,0:54,1/12/2021 14:15,1/12/2021 15:09,
Entertainment,2:01,1/12/2021 12:14,1/12/2021 14:15,
Gaming,3:04,1/12/2021 9:10,1/12/2021 12:14,
Eat,0:36,1/12/2021 8:33,1/12/2021 9:10,
Getting Ready,0:23,1/12/2021 8:10,1/12/2021 8:33,
Internet,2:37,1/12/2021 5:33,1/12/2021 8:10,
Gaming,1:55,1/12/2021 3:37,1/12/2021 5:33,
Internet,0:00,1/12/2021 3:37,1/12/2021 3:37,
Sleep-ternet,1:41,1/12/2021 1:55,1/12/2021 3:37,
Sleep,5:54,1/11/2021 20:01,1/12/2021 1:55,
Sleep-ternet,3:28,1/11/2021 16:33,1/11/2021 20:01,
Internet,0:13,1/11/2021 16:20,1/11/2021 16:33,
"""Reading""",0:20,1/11/2021 15:59,1/11/2021 16:20,
Internet,0:00,1/11/2021 15:59,1/11/2021 15:59,
Gaming,0:00,1/11/2021 15:59,1/11/2021 15:59,
Gaming,1:19,1/11/2021 14:40,1/11/2021 15:59,
Linda,2:59,1/11/2021 11:40,1/11/2021 14:40,
Internet,1:40,1/11/2021 10:00,1/11/2021 11:40,
"""Reading""",0:20,1/11/2021 9:39,1/11/2021 10:00,
Thesis,0:43,1/11/2021 8:55,1/11/2021 9:39,
Eat,0:20,1/11/2021 8:35,1/11/2021 8:55,
"""Reading""",0:29,1/11/2021 8:05,1/11/2021 8:35,
Gaming,0:00,1/11/2021 8:05,1/11/2021 8:05,
Internet,1:50,1/11/2021 6:14,1/11/2021 8:05,
Shop,0:11,1/11/2021 6:03,1/11/2021 6:14,
Transport,0:23,1/11/2021 5:39,1/11/2021 6:03,
Entertainment,1:12,1/11/2021 4:27,1/11/2021 5:39,
Gaming,1:16,1/11/2021 3:10,1/11/2021 4:27,
Housework,0:19,1/11/2021 2:51,1/11/2021 3:10,
Getting Ready,0:06,1/11/2021 2:45,1/11/2021 2:51,
Eat,0:22,1/11/2021 2:22,1/11/2021 2:45,
Getting Ready,0:13,1/11/2021 2:08,1/11/2021 2:22,
Sleep-ternet,1:07,1/11/2021 1:01,1/11/2021 2:08,
Sleep,6:31,1/10/2021 18:29,1/11/2021 1:01,
Sleep-ternet,1:48,1/10/2021 16:40,1/10/2021 18:29,
Gaming,0:41,1/10/2021 15:59,1/10/2021 16:40,
Entertainment,0:20,1/10/2021 15:38,1/10/2021 15:59,
"""Reading""",0:18,1/10/2021 15:20,1/10/2021 15:38,
Gaming,0:00,1/10/2021 15:20,1/10/2021 15:20,
"""Reading""",6:30,1/10/2021 8:49,1/10/2021 15:20,
Gaming,4:42,1/10/2021 4:06,1/10/2021 8:49,
Sleep-ternet,0:35,1/10/2021 3:30,1/10/2021 4:06,
Sleep,6:35,1/9/2021 20:55,1/10/2021 3:30,
Gaming,1:24,1/9/2021 19:30,1/9/2021 20:55,
Sport,1:12,1/9/2021 18:17,1/9/2021 19:30,
"""Reading""",0:22,1/9/2021 17:55,1/9/2021 18:17,
Gaming,1:00,1/9/2021 16:54,1/9/2021 17:55,
Entertainment,4:04,1/9/2021 12:49,1/9/2021 16:54,
Housework,1:22,1/9/2021 11:27,1/9/2021 12:49,
Internet,0:28,1/9/2021 10:58,1/9/2021 11:27,
Shop,0:15,1/9/2021 10:43,1/9/2021 10:58,
Transport,0:23,1/9/2021 10:20,1/9/2021 10:43,
Gaming,0:58,1/9/2021 9:21,1/9/2021 10:20,
Internet,2:33,1/9/2021 6:48,1/9/2021 9:21,
Eat,0:24,1/9/2021 6:24,1/9/2021 6:48,
Getting Ready,0:15,1/9/2021 6:08,1/9/2021 6:24,
Sleep-ternet,2:39,1/9/2021 3:28,1/9/2021 6:08,
Sleep,0:00,1/9/2021 3:28,1/9/2021 3:28,
Sleep,11:38,1/8/2021 15:50,1/9/2021 3:28,
Linda,0:49,1/8/2021 15:00,1/8/2021 15:50,
Internet,0:00,1/8/2021 14:50,1/8/2021 14:50,
Internet,0:24,1/8/2021 14:35,1/8/2021 15:00,
Linda,1:25,1/8/2021 13:10,1/8/2021 14:35,
Date,0:20,1/8/2021 12:50,1/8/2021 13:10,
Eat,0:20,1/8/2021 12:30,1/8/2021 12:50,
Thesis,0:20,1/8/2021 12:10,1/8/2021 12:30,
Internet,1:19,1/8/2021 10:50,1/8/2021 12:10,
Sleep-ternet,0:55,1/8/2021 9:54,1/8/2021 10:50,
"""Reading""",0:00,1/8/2021 9:54,1/8/2021 9:54,
Internet,0:15,1/8/2021 9:39,1/8/2021 9:54,
Getting Ready,0:35,1/8/2021 9:04,1/8/2021 9:39,
Meeting,0:03,1/8/2021 9:01,1/8/2021 9:04,
Thesis,0:36,1/8/2021 8:25,1/8/2021 9:01,
Sleep-ternet,1:38,1/8/2021 6:46,1/8/2021 8:25,
Internet,0:26,1/8/2021 6:20,1/8/2021 6:46,
Internet,0:00,1/8/2021 6:20,1/8/2021 6:20,
Eat,0:10,1/8/2021 6:10,1/8/2021 6:20,
"""Reading""",0:14,1/8/2021 5:55,1/8/2021 6:10,
Thesis,1:00,1/8/2021 4:55,1/8/2021 5:55,
Sleep-ternet,1:00,1/8/2021 3:55,1/8/2021 4:55,
Sleep,0:21,1/8/2021 3:33,1/8/2021 3:55,
Sleep-ternet,0:19,1/8/2021 3:13,1/8/2021 3:33,
Sleep,0:00,1/8/2021 3:13,1/8/2021 3:13,
Sleep,3:00,1/8/2021 0:13,1/8/2021 3:13,
Sleep-ternet,0:45,1/7/2021 23:27,1/8/2021 0:13,
Thesis,0:05,1/7/2021 23:22,1/7/2021 23:27,
Thesis,8:44,1/7/2021 14:38,1/7/2021 23:22,
"""Reading""",0:12,1/7/2021 14:25,1/7/2021 14:38,
Internet,2:42,1/7/2021 11:43,1/7/2021 14:25,
Friends,0:22,1/7/2021 11:20,1/7/2021 11:43,
Meeting,1:20,1/7/2021 10:00,1/7/2021 11:20,
Sleep-ternet,1:05,1/7/2021 8:54,1/7/2021 10:00,
"""Reading""",0:19,1/7/2021 8:35,1/7/2021 8:54,
Internet,0:29,1/7/2021 8:05,1/7/2021 8:35,
Linda,1:10,1/7/2021 6:55,1/7/2021 8:05,
Internet,1:20,1/7/2021 5:35,1/7/2021 6:55,
Shop,0:15,1/7/2021 5:20,1/7/2021 5:35,
Transport,0:19,1/7/2021 5:00,1/7/2021 5:20,
Housework,0:08,1/7/2021 4:52,1/7/2021 5:00,
Sleep-ternet,0:52,1/7/2021 4:00,1/7/2021 4:52,
Housework,0:31,1/7/2021 3:28,1/7/2021 4:00,
Internet,0:12,1/7/2021 3:16,1/7/2021 3:28,
Eat,0:27,1/7/2021 2:48,1/7/2021 3:16,
Getting Ready,0:30,1/7/2021 2:17,1/7/2021 2:48,
Sleep-ternet,0:18,1/7/2021 1:58,1/7/2021 2:17,
Sleep-ternet,7:59,1/6/2021 17:58,1/7/2021 1:58,
Internet,2:18,1/6/2021 15:40,1/6/2021 17:58,
"""Reading""",0:17,1/6/2021 15:22,1/6/2021 15:40,
Thesis,0:32,1/6/2021 14:50,1/6/2021 15:22,
Work,0:00,1/6/2021 14:50,1/6/2021 14:50,
Internet,0:01,1/6/2021 14:48,1/6/2021 14:50,
Entertainment,1:38,1/6/2021 13:10,1/6/2021 14:48,
Internet,0:19,1/6/2021 12:50,1/6/2021 13:10,
"""Reading""",0:20,1/6/2021 12:29,1/6/2021 12:50,
Thesis,0:35,1/6/2021 11:53,1/6/2021 12:29,
Internet,1:30,1/6/2021 10:19,1/6/2021 11:50,
"""Reading""",0:07,1/6/2021 10:12,1/6/2021 10:19,
Eat,0:15,1/6/2021 9:56,1/6/2021 10:12,
Friends,0:25,1/6/2021 9:31,1/6/2021 9:56,
Internet,0:30,1/6/2021 9:00,1/6/2021 9:30,
Thesis,0:10,1/6/2021 8:49,1/6/2021 9:00,
Eat,0:00,1/6/2021 8:48,1/6/2021 8:49,
Internet,0:05,1/6/2021 8:44,1/6/2021 8:49,
"""Reading""",0:18,1/6/2021 8:25,1/6/2021 8:44,
Transport,0:13,1/6/2021 8:12,1/6/2021 8:25,
Friends,1:36,1/6/2021 6:35,1/6/2021 8:12,
Transport,0:18,1/6/2021 6:17,1/6/2021 6:35,
Thesis,0:17,1/6/2021 6:00,1/6/2021 6:17,
Meeting,0:59,1/6/2021 5:00,1/6/2021 6:00,
"""Reading""",0:25,1/6/2021 4:35,1/6/2021 5:00,
Thesis,0:49,1/6/2021 3:45,1/6/2021 4:35,
Internet,0:39,1/6/2021 3:05,1/6/2021 3:45,
Getting Ready,0:12,1/6/2021 2:52,1/6/2021 3:05,
Housework,0:04,1/6/2021 2:48,1/6/2021 2:52,
Getting Ready,0:10,1/6/2021 2:37,1/6/2021 2:48,
Eat,0:22,1/6/2021 2:15,1/6/2021 2:37,
Getting Ready,0:12,1/6/2021 2:03,1/6/2021 2:15,
Sleep-ternet,0:17,1/6/2021 1:45,1/6/2021 2:03,
Sleep,7:17,1/5/2021 18:27,1/6/2021 1:45,
Sleep-ternet,1:13,1/5/2021 17:14,1/5/2021 18:27,
Thesis,0:35,1/5/2021 16:40,1/5/2021 17:15,
Gaming,0:03,1/5/2021 16:36,1/5/2021 16:40,
Internet,0:24,1/5/2021 16:12,1/5/2021 16:36,
Sleep-ternet,0:48,1/5/2021 15:23,1/5/2021 16:12,
"""Reading""",0:21,1/5/2021 15:01,1/5/2021 15:23,
Gaming,2:46,1/5/2021 12:15,1/5/2021 15:01,
Internet,0:30,1/5/2021 11:45,1/5/2021 12:15,
Eat,0:17,1/5/2021 11:27,1/5/2021 11:45,
Shop,0:12,1/5/2021 11:15,1/5/2021 11:27,
Transport,0:10,1/5/2021 11:05,1/5/2021 11:15,
Housework,1:02,1/5/2021 10:02,1/5/2021 11:05,
"""Reading""",0:43,1/5/2021 9:18,1/5/2021 10:02,
Sleep-ternet,0:13,1/5/2021 9:05,1/5/2021 9:18,
Gaming,0:45,1/5/2021 8:20,1/5/2021 9:05,
Internet,0:29,1/5/2021 7:50,1/5/2021 8:20,
Gaming,4:29,1/5/2021 3:20,1/5/2021 7:50,
Housework,0:23,1/5/2021 2:57,1/5/2021 3:20,
Internet,0:11,1/5/2021 2:45,1/5/2021 2:57,
Housework,0:18,1/5/2021 2:27,1/5/2021 2:45,
Getting Ready,0:08,1/5/2021 2:19,1/5/2021 2:27,
Eat,0:15,1/5/2021 2:03,1/5/2021 2:19,
Housework,0:05,1/5/2021 1:57,1/5/2021 2:03,
Getting Ready,0:17,1/5/2021 1:40,1/5/2021 1:57,
Sleep-ternet,1:07,1/5/2021 0:32,1/5/2021 1:40,
Sleep,4:41,1/4/2021 19:51,1/5/2021 0:32,
Sleep-ternet,1:06,1/4/2021 18:44,1/4/2021 19:51,
Internet,1:00,1/4/2021 17:44,1/4/2021 18:44,
Gaming,4:13,1/4/2021 13:30,1/4/2021 17:44,
Eat,0:30,1/4/2021 13:00,1/4/2021 13:30,
Internet,0:15,1/4/2021 12:44,1/4/2021 13:00,
"""Reading""",0:09,1/4/2021 12:35,1/4/2021 12:44,
Admin,0:05,1/4/2021 12:30,1/4/2021 12:35,
Gaming,6:44,1/4/2021 5:45,1/4/2021 12:30,
Internet,0:18,1/4/2021 5:26,1/4/2021 5:45,
Housework,0:11,1/4/2021 5:15,1/4/2021 5:26,
Transport,0:07,1/4/2021 5:08,1/4/2021 5:15,
Shop,0:07,1/4/2021 5:00,1/4/2021 5:08,
Transport,0:08,1/4/2021 4:51,1/4/2021 5:00,
Housework,0:22,1/4/2021 4:29,1/4/2021 4:51,
Internet,0:43,1/4/2021 3:45,1/4/2021 4:29,
Gaming,1:38,1/4/2021 2:07,1/4/2021 3:45,
Eat,0:13,1/4/2021 1:53,1/4/2021 2:07,
Getting Ready,0:10,1/4/2021 1:42,1/4/2021 1:53,
"""Reading""",0:03,1/4/2021 1:39,1/4/2021 1:42,
Sleep-ternet,0:28,1/4/2021 1:10,1/4/2021 1:39,
Sleep,6:18,1/3/2021 18:51,1/4/2021 1:10,
Sleep-ternet,0:49,1/3/2021 18:02,1/3/2021 18:51,
Gaming,4:51,1/3/2021 13:10,1/3/2021 18:02,
"""Reading""",0:22,1/3/2021 12:48,1/3/2021 13:10,
Gaming,4:01,1/3/2021 8:46,1/3/2021 12:48,
Housework,1:20,1/3/2021 7:26,1/3/2021 8:46,
"""Reading""",0:13,1/3/2021 7:13,1/3/2021 7:26,
Gaming,5:13,1/3/2021 2:00,1/3/2021 7:13,
"""Reading""",0:15,1/3/2021 1:45,1/3/2021 2:00,
Transport,0:15,1/3/2021 1:30,1/3/2021 1:45,
Linda,0:45,1/3/2021 0:45,1/3/2021 1:30,
Transport,0:15,1/3/2021 0:30,1/3/2021 0:45,
Eat,0:30,1/3/2021 0:00,1/3/2021 0:30,
Linda,1:00,1/2/2021 23:00,1/3/2021 0:00,
Sleep,5:33,1/2/2021 17:26,1/2/2021 23:00,
Linda,6:56,1/2/2021 10:30,1/2/2021 17:26,
Housework,1:00,1/2/2021 9:30,1/2/2021 10:30,
Entertainment,1:45,1/2/2021 7:45,1/2/2021 9:30,
Internet,1:00,1/2/2021 6:45,1/2/2021 7:45,
Getting Ready,0:45,1/2/2021 6:00,1/2/2021 6:45,
Shop,0:45,1/2/2021 5:15,1/2/2021 6:00,
Sport,1:30,1/2/2021 3:45,1/2/2021 5:15,
Eat,1:51,1/2/2021 1:54,1/2/2021 3:45,
"""Reading""",0:19,1/2/2021 1:35,1/2/2021 1:54,
Sleep-ternet,0:20,1/2/2021 1:14,1/2/2021 1:35,
Sleep,7:27,1/1/2021 17:47,1/2/2021 1:14,
Eat,1:02,1/1/2021 3:27,1/1/2021 4:30,
Sleep,0:00,1/1/2021 3:27,1/1/2021 3:27,
Sleep-ternet,3:21,1/1/2021 0:06,1/1/2021 3:27,
Sleep-ternet,0:00,1/1/2021 0:05,1/1/2021 0:06,
Sleep,6:46,12/31/2020 17:19,1/1/2021 0:05,
Linda,2:20,12/31/2020 15:00,12/31/2020 17:20,
Eat,1:00,12/31/2020 14:00,12/31/2020 15:00,
Entertainment,3:12,12/31/2020 10:47,12/31/2020 14:00,
Transport,1:16,12/31/2020 9:30,12/31/2020 10:47,
Admin,0:21,12/31/2020 9:09,12/31/2020 9:30,
Housework,0:24,12/31/2020 8:45,12/31/2020 9:09,
Eat,1:15,12/31/2020 7:30,12/31/2020 8:45,
Gaming,2:54,12/31/2020 4:35,12/31/2020 7:30,
Internet,0:34,12/31/2020 4:00,12/31/2020 4:35,
Linda,0:34,12/31/2020 3:26,12/31/2020 4:00,
Linda,0:28,12/31/2020 2:57,12/31/2020 3:26,
Housework,0:00,12/31/2020 2:57,12/31/2020 2:57,
Eat,0:33,12/31/2020 2:24,12/31/2020 2:57,
Sleep-ternet,0:12,12/31/2020 2:11,12/31/2020 2:24,
Sleep,2:41,12/30/2020 23:30,12/31/2020 2:11,
Sleep-ternet,0:49,12/30/2020 22:40,12/30/2020 23:30,
Sleep,0:29,12/30/2020 22:11,12/30/2020 22:40,
Sleep-ternet,0:24,12/30/2020 21:46,12/30/2020 22:11,
Sleep,5:45,12/30/2020 16:00,12/30/2020 21:46,
Housework,0:55,12/30/2020 15:05,12/30/2020 16:00,
Entertainment,0:49,12/30/2020 14:16,12/30/2020 15:05,
Eat,0:28,12/30/2020 13:47,12/30/2020 14:16,
Work,1:17,12/30/2020 12:30,12/30/2020 13:47,
Internet,0:26,12/30/2020 12:04,12/30/2020 12:30,
Housework,0:21,12/30/2020 11:42,12/30/2020 12:04,
Shop,0:30,12/30/2020 11:12,12/30/2020 11:42,
Transport,0:26,12/30/2020 10:46,12/30/2020 11:12,
Linda,0:52,12/30/2020 9:54,12/30/2020 10:46,
Linda,0:54,12/30/2020 9:00,12/30/2020 9:54,
Work,1:52,12/30/2020 7:07,12/30/2020 9:00,
Linda,0:37,12/30/2020 6:30,12/30/2020 7:07,
Eat,0:35,12/30/2020 5:55,12/30/2020 6:30,
Work,0:41,12/30/2020 5:13,12/30/2020 5:55,
Internet,0:31,12/30/2020 4:41,12/30/2020 5:13,
Work,2:05,12/30/2020 2:36,12/30/2020 4:41,
Housework,0:10,12/30/2020 2:26,12/30/2020 2:36,
Work,0:59,12/30/2020 1:27,12/30/2020 2:26,
Housework,0:15,12/30/2020 1:11,12/30/2020 1:27,
Linda,0:00,12/30/2020 1:11,12/30/2020 1:11,
Eat,0:32,12/30/2020 0:39,12/30/2020 1:11,
Getting Ready,0:24,12/30/2020 0:15,12/30/2020 0:39,
"""Reading""",0:15,12/30/2020 0:00,12/30/2020 0:15,
Sleep,7:00,12/29/2020 17:00,12/30/2020 0:00,
Linda,1:30,12/29/2020 15:30,12/29/2020 17:00,
Entertainment,2:24,12/29/2020 13:05,12/29/2020 15:30,
Linda,0:00,12/29/2020 13:05,12/29/2020 13:05,
Eat,1:00,12/29/2020 12:04,12/29/2020 13:05,
Linda,0:41,12/29/2020 11:23,12/29/2020 12:04,
Work,0:58,12/29/2020 10:25,12/29/2020 11:23,
Linda,0:14,12/29/2020 10:11,12/29/2020 10:25,
Transport,0:50,12/29/2020 9:20,12/29/2020 10:11,
Work,1:35,12/29/2020 7:45,12/29/2020 9:20,
Linda,1:07,12/29/2020 6:38,12/29/2020 7:45,
Eat,1:07,12/29/2020 5:30,12/29/2020 6:38,
Housework,0:09,12/29/2020 5:20,12/29/2020 5:30,
Work,2:48,12/29/2020 2:31,12/29/2020 5:20,
Work,0:24,12/29/2020 2:07,12/29/2020 2:31,
Work,0:00,12/29/2020 2:07,12/29/2020 2:07,
Internet,0:14,12/29/2020 1:53,12/29/2020 2:07,
Getting Ready,0:30,12/29/2020 1:22,12/29/2020 1:53,
Eat,0:15,12/29/2020 1:07,12/29/2020 1:22,
"""Reading""",0:16,12/29/2020 0:50,12/29/2020 1:07,
Housework,0:05,12/29/2020 0:45,12/29/2020 0:50,
Transport,0:08,12/29/2020 0:37,12/29/2020 0:45,
Shop,0:19,12/29/2020 0:17,12/29/2020 0:37,
Transport,0:08,12/29/2020 0:08,12/29/2020 0:17,
Sleep-ternet,0:27,12/28/2020 23:41,12/29/2020 0:08,
Sleep,7:45,12/28/2020 15:56,12/28/2020 23:41,
Sleep-ternet,0:06,12/28/2020 15:50,12/28/2020 15:56,
Linda,1:06,12/28/2020 14:44,12/28/2020 15:50,
Eat,0:30,12/28/2020 14:14,12/28/2020 14:44,
Linda,1:00,12/28/2020 13:13,12/28/2020 14:14,
Thesis,0:00,12/28/2020 13:13,12/28/2020 13:13,
Transport,0:00,12/28/2020 13:13,12/28/2020 13:13,
Linda,3:12,12/28/2020 10:01,12/28/2020 13:13,
Thesis,1:41,12/28/2020 8:19,12/28/2020 10:01,
"""Reading""",0:10,12/28/2020 8:09,12/28/2020 8:19,
Thesis,0:41,12/28/2020 7:27,12/28/2020 8:09,
Linda,0:20,12/28/2020 7:07,12/28/2020 7:27,
Transport,1:20,12/28/2020 5:46,12/28/2020 7:07,
Eat,0:46,12/28/2020 5:00,12/28/2020 5:46,
Housework,0:42,12/28/2020 4:17,12/28/2020 5:00,
Getting Ready,0:17,12/28/2020 4:00,12/28/2020 4:17,
Internet,0:15,12/28/2020 3:45,12/28/2020 4:00,
Thesis,0:50,12/28/2020 2:54,12/28/2020 3:45,
Housework,0:23,12/28/2020 2:31,12/28/2020 2:54,
Housework,0:00,12/28/2020 2:31,12/28/2020 2:31,
Getting Ready,0:06,12/28/2020 2:25,12/28/2020 2:31,
"""Reading""",0:20,12/28/2020 2:04,12/28/2020 2:25,
Linda,0:08,12/28/2020 1:56,12/28/2020 2:04,
Eat,1:27,12/28/2020 0:28,12/28/2020 1:56,
Sleep,7:44,12/27/2020 16:44,12/28/2020 0:28,
Linda,0:27,12/27/2020 16:17,12/27/2020 16:44,
Admin,0:00,12/27/2020 16:17,12/27/2020 16:17,
Linda,0:04,12/27/2020 16:12,12/27/2020 16:17,
Entertainment,0:32,12/27/2020 15:40,12/27/2020 16:12,
Entertainment,1:05,12/27/2020 14:35,12/27/2020 15:40,
Friends,1:08,12/27/2020 13:26,12/27/2020 14:35,
Eat,0:56,12/27/2020 12:30,12/27/2020 13:26,
Getting Ready,0:30,12/27/2020 12:00,12/27/2020 12:30,
Sleep-ternet,2:53,12/27/2020 9:06,12/27/2020 12:00,
Getting Ready,0:16,12/27/2020 8:50,12/27/2020 9:06,
Internet,0:35,12/27/2020 8:15,12/27/2020 8:50,
Eat,0:55,12/27/2020 7:20,12/27/2020 8:15,
"""Reading""",0:19,12/27/2020 7:00,12/27/2020 7:20,
Sport,4:10,12/27/2020 2:49,12/27/2020 7:00,
Getting Ready,0:24,12/27/2020 2:24,12/27/2020 2:49,
Eat,0:24,12/27/2020 2:00,12/27/2020 2:24,
Linda,0:00,12/27/2020 1:43,12/27/2020 1:43,
"""Reading""",0:17,12/27/2020 1:42,12/27/2020 2:00,
Sleep-ternet,0:20,12/27/2020 1:22,12/27/2020 1:42,
Sleep,8:11,12/26/2020 17:11,12/27/2020 1:22,
Linda,0:27,12/26/2020 16:43,12/26/2020 17:11,
Getting Ready,0:08,12/26/2020 16:35,12/26/2020 16:43,
Entertainment,2:07,12/26/2020 14:27,12/26/2020 16:35,
Eat,1:49,12/26/2020 12:37,12/26/2020 14:27,
Friends,1:37,12/26/2020 11:00,12/26/2020 12:37,
Eat,0:23,12/26/2020 10:37,12/26/2020 11:00,
Internet,0:36,12/26/2020 10:00,12/26/2020 10:37,
Getting Ready,0:15,12/26/2020 9:45,12/26/2020 10:00,
Sport,1:14,12/26/2020 8:30,12/26/2020 9:45,
Linda,2:10,12/26/2020 6:19,12/26/2020 8:30,
Entertainment,0:05,12/26/2020 6:13,12/26/2020 6:19,
Eat,0:59,12/26/2020 5:14,12/26/2020 6:13,
Housework,0:04,12/26/2020 5:09,12/26/2020 5:14,
Reading,0:17,12/26/2020 4:52,12/26/2020 5:09,
Internet,0:01,12/26/2020 4:51,12/26/2020 4:52,
Reading,0:00,12/26/2020 4:51,12/26/2020 4:51,
Sport,0:20,12/26/2020 4:30,12/26/2020 4:50,
Housework,0:30,12/26/2020 4:00,12/26/2020 4:30,
Linda,0:45,12/26/2020 3:15,12/26/2020 4:00,
Eat,0:45,12/26/2020 2:30,12/26/2020 3:15,
Linda,0:30,12/26/2020 2:00,12/26/2020 2:30,
Sleep,9:50,12/25/2020 16:09,12/26/2020 2:00,
Entertainment,1:09,12/25/2020 15:00,12/25/2020 16:09,
Friends,2:00,12/25/2020 13:00,12/25/2020 15:00,
Eat,2:30,12/25/2020 10:30,12/25/2020 13:00,
Sport,1:30,12/25/2020 9:00,12/25/2020 10:30,
Internet,2:30,12/25/2020 6:30,12/25/2020 9:00,
"""Reading""",0:30,12/25/2020 6:00,12/25/2020 6:30,
Linda,1:30,12/25/2020 4:30,12/25/2020 6:00,
Getting Ready,0:30,12/25/2020 4:00,12/25/2020 4:30,
Sleep-ternet,2:17,12/25/2020 1:42,12/25/2020 4:00,
Sleep,8:01,12/24/2020 17:40,12/25/2020 1:42,
Internet,12:02,12/24/2020 5:38,12/24/2020 17:40,
Eat,0:17,12/24/2020 5:20,12/24/2020 5:38,
Internet,0:14,12/24/2020 5:06,12/24/2020 5:20,
Housework,0:06,12/24/2020 5:00,12/24/2020 5:06,
Getting Ready,0:18,12/24/2020 4:41,12/24/2020 5:00,
Sleep-ternet,1:02,12/24/2020 3:38,12/24/2020 4:41,
"""Reading""",0:18,12/24/2020 3:20,12/24/2020 3:38,
Makin'/Fixin',0:20,12/24/2020 3:00,12/24/2020 3:20,
Eat,0:30,12/24/2020 2:30,12/24/2020 3:00,
Nap,1:30,12/24/2020 1:00,12/24/2020 2:30,
Sleep,8:30,12/23/2020 16:30,12/24/2020 1:00,
Linda,2:05,12/23/2020 14:24,12/23/2020 16:30,
"""Reading""",0:13,12/23/2020 14:10,12/23/2020 14:24,
Transport,0:13,12/23/2020 13:57,12/23/2020 14:10,
Entertainment,0:57,12/23/2020 13:00,12/23/2020 13:57,
Eat,0:30,12/23/2020 12:30,12/23/2020 13:00,
Friends,2:27,12/23/2020 10:03,12/23/2020 12:30,
Linda,2:27,12/23/2020 7:35,12/23/2020 10:03,
Eat,1:34,12/23/2020 6:00,12/23/2020 7:35,
Sport,2:15,12/23/2020 3:45,12/23/2020 6:00,
Sleep-ternet,2:14,12/23/2020 1:30,12/23/2020 3:45,
Linda,0:30,12/23/2020 1:00,12/23/2020 1:30,
Sleep,9:00,12/22/2020 16:00,12/23/2020 1:00,
Reading,0:36,12/22/2020 15:23,12/22/2020 16:00,
Internet,0:01,12/22/2020 15:21,12/22/2020 15:23,
Getting Ready,0:23,12/22/2020 15:00,12/22/2020 15:23,
Work,1:00,12/22/2020 14:00,12/22/2020 15:00,
Eat,1:00,12/22/2020 13:00,12/22/2020 14:00,
Internet,1:30,12/22/2020 11:30,12/22/2020 13:00,
Work,5:15,12/22/2020 6:14,12/22/2020 11:30,
Eat,0:44,12/22/2020 5:30,12/22/2020 6:14,
Work,2:26,12/22/2020 3:03,12/22/2020 5:30,
Sleep-ternet,1:03,12/22/2020 2:00,12/22/2020 3:03,
"""Reading""",0:15,12/22/2020 1:45,12/22/2020 2:00,
Eat,0:45,12/22/2020 1:00,12/22/2020 1:45,
Internet,0:29,12/22/2020 0:30,12/22/2020 1:00,
Sleep,0:00,12/22/2020 0:29,12/22/2020 0:30,
Sleep-ternet,1:01,12/21/2020 22:43,12/21/2020 23:45,
Sleep,6:43,12/21/2020 16:00,12/21/2020 22:43,
Entertainment,2:00,12/21/2020 14:00,12/21/2020 16:00,
Work,0:30,12/21/2020 13:30,12/21/2020 14:00,
Internet,0:34,12/21/2020 12:55,12/21/2020 13:30,
Eat,1:05,12/21/2020 11:50,12/21/2020 12:55,
Getting Ready,0:14,12/21/2020 11:35,12/21/2020 11:50,
Sport,0:36,12/21/2020 10:58,12/21/2020 11:35,
Getting Ready,0:12,12/21/2020 10:46,12/21/2020 10:58,
Work,2:15,12/21/2020 8:30,12/21/2020 10:46,
Meeting,0:40,12/21/2020 7:50,12/21/2020 8:30,
Eat,0:35,12/21/2020 7:15,12/21/2020 7:50,
Internet,0:44,12/21/2020 6:30,12/21/2020 7:15,
Eat,0:45,12/21/2020 5:45,12/21/2020 6:30,
